path,label
Scientific/2051025161.txt,Scientific
Note/87705667.txt,Note
Scientific/50590463-0469.txt,Scientific
Resume/50617225-7226.txt,Resume
News/2078115137.txt,News
Memo/96008379.txt,Memo
Report/10176813.txt,Report
Memo/94011032_94011033.txt,Memo
Letter/502406921_502406922.txt,Letter
Memo/2046000414_2046000415.txt,Memo
Note/2064984702.txt,Note
Memo/2075008304.txt,Memo
Memo/2040907509.txt,Memo
Scientific/10404393_10404399.txt,Scientific
Letter/501470966.txt,Letter
Letter/11014972.txt,Letter
Advertisement/2070712842_2843.txt,Advertisement
Memo/1003040251_1003040252.txt,Memo
Form/2025441799.txt,Form
Memo/89286069.txt,Memo
Form/510934211+-4215.txt,Form
Memo/2025851048_2025851049.txt,Memo
Memo/1001809385_1001809386.txt,Memo
Email/2082063281b.txt,Email
Email/2079131244.txt,Email
Memo/2020268309.txt,Memo
Resume/50636686-6687.txt,Resume
Form/2030190285.txt,Form
Letter/50467771-7771.txt,Letter
Scientific/2026025182_2026025325.txt,Scientific
Letter/508847380.txt,Letter
Letter/503664474_503664475.txt,Letter
Report/503445062_503445063.txt,Report
Form/2076160631.txt,Form
Scientific/2053554806.txt,Scientific
Scientific/1000027365.txt,Scientific
Email/2076342380b.txt,Email
Scientific/40037985-7989.txt,Scientific
Memo/1002404594.txt,Memo
Report/506583220_506583221.txt,Report
News/2025028443.txt,News
Note/2078067768.txt,Note
Letter/11284250.txt,Letter
Report/506296226+-6227.txt,Report
Memo/88142422.txt,Memo
Email/2085724771a.txt,Email
Resume/50593387-3387.txt,Resume
Email/2085120731.txt,Email
Letter/71119336.txt,Letter
Email/524449506+-9506.txt,Email
Form/508010150.txt,Form
Advertisement/2070501595.txt,Advertisement
Letter/11019361.txt,Letter
Email/2067640632.txt,Email
Scientific/50455681-5681.txt,Scientific
Email/2081703215a.txt,Email
Memo/titx1529.40_titx1529.41.txt,Memo
News/1004859787.txt,News
Report/tob06632.98_tob06632.99.txt,Report
Letter/50093420-3421.txt,Letter
Email/2078340010b.txt,Email
Email/528051803+-1803.txt,Email
Form/2028880868.txt,Form
News/2073724138.txt,News
Letter/506623600_506623602.txt,Letter
Report/506030259.txt,Report
Note/2021327414_7415.txt,Note
Form/2505234135_4136.txt,Form
Form/2030584391.txt,Form
Advertisement/2040144258.txt,Advertisement
Memo/0000328495.txt,Memo
Memo/2078755206.txt,Memo
Report/507783114+-3116.txt,Report
Scientific/2025492721_2738.txt,Scientific
Memo/2041563228_2041563229.txt,Memo
Letter/502822581+-2585.txt,Letter
Memo/1349980.txt,Memo
Email/2702800465.txt,Email
Email/2078879163a.txt,Email
Email/531678159+-8159.txt,Email
Report/ti02550955_0958.txt,Report
Email/528433655+-3655.txt,Email
Email/2085801762.txt,Email
Report/506348523_506348524.txt,Report
Email/2085791853c_1854.txt,Email
Report/517155795+-5795.txt,Report
Advertisement/502599535+-9535.txt,Advertisement
Form/2061643226.txt,Form
Memo/0013140948.txt,Memo
Letter/50129909-9909.txt,Letter
Form/522502497+-2499.txt,Form
Memo/82777112.txt,Memo
Email/2079132129.txt,Email
Form/2028581990.txt,Form
Memo/2051083199.txt,Memo
Note/1000240946.txt,Note
Advertisement/527844182+-4182.txt,Advertisement
Memo/2056133713_2056133715.txt,Memo
Letter/11025683.txt,Letter
Letter/518036678+-6680.txt,Letter
Letter/50133805-3805.txt,Letter
Resume/50489607-9608.txt,Resume
Memo/88889211.txt,Memo
Email/2085765256.txt,Email
Form/2076451948.txt,Form
Scientific/50520506-0506.txt,Scientific
Letter/502364579.txt,Letter
Memo/2041268603_2041268605.txt,Memo
Email/2085751613a.txt,Email
Report/510832749.txt,Report
Email/528678480+-8481.txt,Email
Form/2063935614_5615.txt,Form
Scientific/50541753-1762.txt,Scientific
Form/2071235594_5595.txt,Form
News/2057077308.txt,News
Letter/50153588-3588.txt,Letter
Memo/2082742674.txt,Memo
Scientific/2057353836.txt,Scientific
Letter/505486448_505486456.txt,Letter
Email/2070045276d.txt,Email
Memo/80722057_2058.txt,Memo
Letter/520222764+-2764.txt,Letter
Memo/13055817.txt,Memo
Report/510809052_510809074.txt,Report
Form/2073231326.txt,Form
Resume/50721981-1982.txt,Resume
Letter/518641553_518641555.txt,Letter
Scientific/2063664717.txt,Scientific
Scientific/501060341+-0350.txt,Scientific
Email/2085111504a.txt,Email
Memo/2065449140_9141.txt,Memo
Memo/2050801870_1873.txt,Memo
Form/2030455607.txt,Form
Scientific/40036154-6154.txt,Scientific
Letter/500883632.txt,Letter
Memo/0000015571.txt,Memo
Scientific/2500016783_6794.txt,Scientific
News/10029418.txt,News
Form/94543616.txt,Form
Form/2086083943.txt,Form
News/2083790356.txt,News
Form/2022819044.txt,Form
Scientific/50603971-3971.txt,Scientific
Memo/0000065944.txt,Memo
Email/2078629286.txt,Email
Form/2063850367_0368.txt,Form
Email/2085246969.txt,Email
Form/2500146911.txt,Form
Form/2072962659.txt,Form
Email/2074221587a.txt,Email
Report/tob07526.89.txt,Report
Email/2084391198a.txt,Email
Report/513206103+-6103.txt,Report
Letter/513160165.txt,Letter
Memo/2061648199.txt,Memo
Advertisement/509132587+-2587.txt,Advertisement
News/85865251.txt,News
Form/2029194944.txt,Form
Memo/98864336.txt,Memo
Form/2020056497.txt,Form
Note/0000248859.txt,Note
Email/2083319138c.txt,Email
Scientific/2501613594.txt,Scientific
Note/2028897672.txt,Note
Memo/0000108319.txt,Memo
News/2070897169.txt,News
Form/2050754031-a.txt,Form
Letter/50025487.txt,Letter
Memo/98161549.txt,Memo
Advertisement/2084396137_6138.txt,Advertisement
News/03747860.txt,News
Form/505857485.txt,Form
Memo/2015017717_2015017719.txt,Memo
Note/2029237593.txt,Note
Form/2051110243.txt,Form
Scientific/88755863_5886.txt,Scientific
Memo/1003120857.txt,Memo
Letter/505354097_505354098.txt,Letter
Email/2078208162b.txt,Email
Advertisement/85251705.txt,Advertisement
Scientific/01190197_01190199.txt,Scientific
Email/2078454149.txt,Email
Email/2085697275a.txt,Email
Report/504783010_504783011.txt,Report
News/2085568558.txt,News
Email/528408427+-8427.txt,Email
Memo/tob18717.65.txt,Memo
Email/2085789783b.txt,Email
Scientific/11309016_11309017.txt,Scientific
Form/99201310.txt,Form
Memo/95666861_6867.txt,Memo
Memo/2029198047_2029198056.txt,Memo
News/2083513848.txt,News
Note/2063603124.txt,Note
Advertisement/2061012559.txt,Advertisement
Report/11239042_11239045.txt,Report
Letter/50437836-7836.txt,Letter
Email/2085125283a.txt,Email
Form/2063195647.txt,Form
Memo/13497827.txt,Memo
Email/530886918+-6923.txt,Email
Memo/2022209162.txt,Memo
Form/2071133389.txt,Form
Form/2071023345.txt,Form
Memo/1003194341_1003194342.txt,Memo
Letter/507084664_507084673.txt,Letter
Memo/2040358117.txt,Memo
Letter/11010532.txt,Letter
Scientific/50391006-1006.txt,Scientific
Report/505939350.txt,Report
Report/506875666_506875672.txt,Report
Form/2505654925.txt,Form
Memo/2054838139_2054838140.txt,Memo
Memo/1368724.txt,Memo
Email/528430695+-0695.txt,Email
Memo/2073420633.txt,Memo
Scientific/2022235106.txt,Scientific
Memo/03654458_03654459.txt,Memo
Form/12812692.txt,Form
Letter/502523402.txt,Letter
Report/24010243_24010244.txt,Report
Email/2075690818a.txt,Email
Memo/2057722185_2057722186.txt,Memo
Memo/2065268936_8938.txt,Memo
Scientific/50396016-6017.txt,Scientific
Form/2086086330.txt,Form
Letter/10021964.txt,Letter
Letter/517444539+-4540.txt,Letter
Email/528986461+-6462.txt,Email
Form/518095301.txt,Form
Form/2075764125.txt,Form
Letter/520140971+-0972.txt,Letter
Form/517171219_517171220.txt,Form
Report/514725860_514725861.txt,Report
Resume/50439450-9451.txt,Resume
Letter/524569241+-9242.txt,Letter
Form/518623059+-3062.txt,Form
Email/2074179164.txt,Email
Memo/2081803353.txt,Memo
Memo/2060133571.txt,Memo
Email/2078586412.txt,Email
Form/95861023_1025.txt,Form
Email/2073428230a.txt,Email
Memo/603677.txt,Memo
Memo/2057718509_2057718511.txt,Memo
Email/2074824190a_4191.txt,Email
Scientific/10420278.txt,Scientific
Report/506189288_506189298.txt,Report
Note/2024255591.txt,Note
Memo/81745625_5631.txt,Memo
Form/2041774106.txt,Form
Form/506810079+-0080.txt,Form
News/2083779691.txt,News
Form/2080114243.txt,Form
Scientific/50628622-8624.txt,Scientific
Report/507778811_507778812.txt,Report
Form/89338038.txt,Form
Scientific/10073624.txt,Scientific
Letter/11280472.txt,Letter
Letter/50017430.txt,Letter
Memo/2012580836.txt,Memo
Letter/512088115.txt,Letter
Memo/85615141.txt,Memo
News/04303523-a.txt,News
News/10029716.txt,News
Email/2078785333.txt,Email
Email/527990161+-0162.txt,Email
Note/88025410.txt,Note
Note/03016504.txt,Note
Scientific/50729294-9294.txt,Scientific
Note/2029160542.txt,Note
Note/2082693424a.txt,Note
Email/2078721312.txt,Email
Letter/50327024-7025.txt,Letter
Note/71460901.txt,Note
Email/2085115503.txt,Email
Memo/2042017254.txt,Memo
Scientific/2076907631_7668.txt,Scientific
Resume/50557910-7911.txt,Resume
Form/2505168428_8429.txt,Form
Memo/2031562974.txt,Memo
Form/2029200575.txt,Form
Memo/2048965327_2048965331.txt,Memo
Advertisement/509138972+-8972.txt,Advertisement
Form/518643444.txt,Form
Form/2051243678.txt,Form
News/2046407013_7014.txt,News
Letter/520546820+-6823.txt,Letter
Letter/501871470.txt,Letter
Memo/2076790792.txt,Memo
Memo/2073336543.txt,Memo
Scientific/2501008232.txt,Scientific
Email/2070975926c_5927.txt,Email
Advertisement/2065199983_9984.txt,Advertisement
Email/2085272616a.txt,Email
Letter/11279456_11279457.txt,Letter
Memo/85560397.txt,Memo
Scientific/50454742-4743.txt,Scientific
Letter/11242995.txt,Letter
Form/2029148403.txt,Form
Memo/1001906916.txt,Memo
Scientific/500614595_500614597.txt,Scientific
Note/0000016248.txt,Note
Memo/2044175001_2044175002.txt,Memo
Report/501263595_501263601.txt,Report
Letter/504381073.txt,Letter
Letter/11002448.txt,Letter
Email/2081961826a.txt,Email
Memo/96018383.txt,Memo
Form/2028876937.txt,Form
Memo/2051443365.txt,Memo
Letter/502348783_502348784.txt,Letter
Email/528348589+-8589.txt,Email
Email/528373026+-3027.txt,Email
Email/530609086+-9086.txt,Email
Email/2071773443a.txt,Email
Form/2063226195.txt,Form
Form/2030566380.txt,Form
Email/528405175+-5175.txt,Email
Scientific/50244030-4037.txt,Scientific
Form/2054599438.txt,Form
Email/2505398309c.txt,Email
Note/1002465404.txt,Note
Letter/502794513_502794518.txt,Letter
Letter/tcal0447628.txt,Letter
Memo/2030471856.txt,Memo
Memo/2065335800.txt,Memo
Letter/60023115.txt,Letter
Report/515575465+-5466.txt,Report
Memo/2049298600_2049298603.txt,Memo
Advertisement/502607827+-7827.txt,Advertisement
Email/2085779941.txt,Email
Form/2028706323.txt,Form
Email/2078315311.txt,Email
Report/tob14515.92_tob14516.06.txt,Report
Form/2073893026.txt,Form
News/1003044181.txt,News
Letter/502298366+-8366.txt,Letter
Note/2029157407.txt,Note
Advertisement/2045830670.txt,Advertisement
Memo/2045845326.txt,Memo
Scientific/2064751581.txt,Scientific
Form/2028874609.txt,Form
News/2023271099.txt,News
Form/2042050255.txt,Form
News/0000330171.txt,News
Email/527948778+-8779.txt,Email
Memo/2047934116.txt,Memo
Email/527911602+-1602.txt,Email
News/2048270201.txt,News
Form/2063269412.txt,Form
Scientific/40050529-0536.txt,Scientific
Letter/70118949-8950.txt,Letter
Email/2078611775.txt,Email
Memo/tob01919.07.txt,Memo
Memo/2074356039_6048.txt,Memo
Memo/0000146942.txt,Memo
Memo/0000193526.txt,Memo
Letter/10431489.txt,Letter
Scientific/50563292-3301.txt,Scientific
Letter/509244518.txt,Letter
News/10030149.txt,News
Scientific/50431906-1906.txt,Scientific
Email/80909413.txt,Email
Memo/tob12300.33_tob12300.34.txt,Memo
Report/504641839_504641846.txt,Report
Note/2022245046.txt,Note
Scientific/1001920153.txt,Scientific
News/2021279291.txt,News
Memo/03683731.txt,Memo
Letter/513988895_513988898.txt,Letter
Form/2040758524.txt,Form
Email/2085135313a.txt,Email
Form/2045829634_9635.txt,Form
Letter/11277226.txt,Letter
Memo/85004412.txt,Memo
Form/2040761653.txt,Form
Letter/502450770_502450771.txt,Letter
Email/2078852235.txt,Email
Scientific/50553126-3126.txt,Scientific
News/81760888.txt,News
Report/505026775.txt,Report
Form/2063330045.txt,Form
Memo/2055649545.txt,Memo
Memo/2044300004.txt,Memo
Memo/2072006278.txt,Memo
Advertisement/2067540350_2067540352.txt,Advertisement
Form/83477011.txt,Form
Email/2083634674c.txt,Email
Scientific/2028875721.txt,Scientific
Advertisement/503146051+-6051.txt,Advertisement
Email/2078168491.txt,Email
Email/2075711719.txt,Email
Advertisement/2058504564.txt,Advertisement
Memo/2024816564_2024816570.txt,Memo
Email/2078702965.txt,Email
Memo/2049461223.txt,Memo
Form/2050890408.txt,Form
Memo/2043230492_2043230503.txt,Memo
Memo/0000043910.txt,Memo
Email/2085793905a.txt,Email
Form/2029212023_2024.txt,Form
Advertisement/1005116329_6330.txt,Advertisement
Advertisement/2084396082.txt,Advertisement
Form/2050663442.txt,Form
Advertisement/2084510807.txt,Advertisement
Form/2048609726.txt,Form
Resume/50450234-0234.txt,Resume
News/1003044520-b.txt,News
Advertisement/502474424.txt,Advertisement
Resume/50549883-9884.txt,Resume
Resume/60016011_60016015.txt,Resume
Email/2505423846b_3847.txt,Email
Form/2024027426_7427.txt,Form
Form/2050647259-b.txt,Form
Memo/2071386961.txt,Memo
Memo/ton00631.03_ton00631.05.txt,Memo
Memo/03726299_03726300.txt,Memo
Memo/2020136618_2020136619.txt,Memo
Memo/2022923966.txt,Memo
Memo/86373252_3255.txt,Memo
Form/2505360669_0670.txt,Form
Note/2028984183.txt,Note
Note/0000642640.txt,Note
Report/11004538.txt,Report
Report/505968942.txt,Report
Memo/0000386602.txt,Memo
Email/528679489+-9489.txt,Email
Advertisement/1002763015.txt,Advertisement
Email/2085724563a.txt,Email
Email/2085136133c.txt,Email
News/1003044160-e.txt,News
Scientific/50493985-3994.txt,Scientific
Memo/82088755_8759.txt,Memo
Form/99193395.txt,Form
Memo/2065322958.txt,Memo
Advertisement/509134595+-4596.txt,Advertisement
Report/ti10691080_1083.txt,Report
Report/512687521+-7522.txt,Report
Letter/11013274_11013275.txt,Letter
Memo/0000118560.txt,Memo
Letter/11318657.txt,Letter
Memo/01586188.txt,Memo
Report/594375.txt,Report
Email/2075569307.txt,Email
Advertisement/1002762773.txt,Advertisement
Memo/2058090026.txt,Memo
Resume/50583715-3716.txt,Resume
Report/506135672_506135674.txt,Report
Memo/0000211869.txt,Memo
Email/2074602877.txt,Email
Email/2071862544b_2545.txt,Email
Memo/2030016727_2030016729.txt,Memo
Email/528023553+-3553.txt,Email
Memo/86002263.txt,Memo
Scientific/10092523_10092530.txt,Scientific
Resume/50425154-5155.txt,Resume
Advertisement/2501015790.txt,Advertisement
Letter/513262199.txt,Letter
Report/522040863+-0863.txt,Report
News/2025854306.txt,News
Letter/514839018+-9019.txt,Letter
Letter/50166929-6929.txt,Letter
Scientific/50285926-5933.txt,Scientific
Advertisement/2058502871.txt,Advertisement
Advertisement/2071388237.txt,Advertisement
Resume/50500260-0261.txt,Resume
Scientific/50592285-2292.txt,Scientific
Note/1005111374.txt,Note
Form/2505103752.txt,Form
Letter/518424618+-4618.txt,Letter
Advertisement/71895027.txt,Advertisement
News/10030014.txt,News
Note/2073440248.txt,Note
Email/2070045922a.txt,Email
Memo/2042404241.txt,Memo
Email/2073761095a.txt,Email
Letter/504409810_504409811.txt,Letter
Letter/515034743+-4743.txt,Letter
Report/511052379_511052380.txt,Report
News/2025684835.txt,News
Email/531440864+-0985.txt,Email
Email/2075247914.txt,Email
Letter/511111743+-1743.txt,Letter
Letter/504213969+-3971.txt,Letter
Letter/508046753.txt,Letter
News/98065867.txt,News
Form/2056599150.txt,Form
Letter/tob16529.92.txt,Letter
Letter/518451410.txt,Letter
Form/2045007011.txt,Form
Report/519363746+-3756.txt,Report
Advertisement/512696082+-6082.txt,Advertisement
Email/2083648580a.txt,Email
Letter/507608307_507608308.txt,Letter
Letter/11293403.txt,Letter
Email/2085270500a.txt,Email
Email/2083432603a.txt,Email
Resume/50639278-9279.txt,Resume
Email/531635588+-5589.txt,Email
Letter/50083690.txt,Letter
Email/2082369729.txt,Email
Email/531487926+-7926.txt,Email
Resume/50538795-8796.txt,Resume
News/2023269862.txt,News
Form/2082002843.txt,Form
Report/50027604_50027607.txt,Report
Email/2085761260b.txt,Email
Email/2085123878b.txt,Email
Letter/ti16321601.txt,Letter
Letter/ti11491978.txt,Letter
Scientific/70105930-5937.txt,Scientific
Letter/504013747+-3748.txt,Letter
Form/2030138503.txt,Form
Email/2078305770.txt,Email
Resume/50313867-3869.txt,Resume
Memo/89449655.txt,Memo
News/1002402586.txt,News
Form/2505375213.txt,Form
Email/2085782239a.txt,Email
Note/2028838727_2028838729.txt,Note
News/2501374290.txt,News
Memo/96653443.txt,Memo
Letter/520815209+-5209.txt,Letter
Scientific/50648850-8850.txt,Scientific
Letter/515766856+-6858.txt,Letter
Memo/0000146507.txt,Memo
Report/518405084+-5085.txt,Report
Letter/11276252.txt,Letter
Form/2084614365_4366.txt,Form
Scientific/10017556_10017561.txt,Scientific
Memo/2054964454.txt,Memo
Form/1003102483.txt,Form
Letter/512315558.txt,Letter
News/1000150875-a.txt,News
Email/525220448+-0448.txt,Email
Email/2069751488.txt,Email
Memo/2073883296.txt,Memo
Letter/50042965_50042966.txt,Letter
Advertisement/512725630.txt,Advertisement
Form/2029001293.txt,Form
Form/2029242669.txt,Form
Letter/519878148+-8149.txt,Letter
Email/2084325895.txt,Email
Form/2050883337.txt,Form
Advertisement/2084426710_6711.txt,Advertisement
Report/515867026_515867029.txt,Report
Form/2063195729.txt,Form
Form/522409061+-9064.txt,Form
Memo/96222726.txt,Memo
Memo/0000347162.txt,Memo
Note/2020247638.txt,Note
Form/71375081.txt,Form
Form/2084093390.txt,Form
Form/2030797528.txt,Form
Scientific/2501185399.txt,Scientific
News/89685528.txt,News
Email/2085792518a.txt,Email
Form/506483587_506483588.txt,Form
Memo/2062427064_2062427071.txt,Memo
News/2023266800.txt,News
Report/0011987564.txt,Report
Note/2505475748.txt,Note
Form/2501422412.txt,Form
Advertisement/502610107+-0107.txt,Advertisement
Scientific/50538109-8115.txt,Scientific
Report/505683667+-3670.txt,Report
Scientific/50018640_50018651.txt,Scientific
Email/2085136346b.txt,Email
Email/2078853416b_3418.txt,Email
Email/2083647487b.txt,Email
News/1003042513-b.txt,News
Letter/727296.txt,Letter
Memo/1001767165.txt,Memo
Form/503488470_503488473.txt,Form
Note/50076168.txt,Note
Resume/40019153-9154.txt,Resume
Advertisement/2024182848.txt,Advertisement
News/2083781257.txt,News
Letter/513901494_513901500.txt,Letter
Advertisement/2084412816_2817.txt,Advertisement
Letter/504301618+-1618.txt,Letter
Form/521068371+-8371.txt,Form
Note/2501658355.txt,Note
Form/515476087_515476089.txt,Form
Advertisement/99332057_2058.txt,Advertisement
Letter/628017.txt,Letter
Scientific/87592525_87592533.txt,Scientific
Memo/2024412663.txt,Memo
Email/99410006.txt,Email
Email/2078871620.txt,Email
Letter/502805196_502805204.txt,Letter
Scientific/2025562502.txt,Scientific
Email/2074655972.txt,Email
Email/2064213091c.txt,Email
Letter/522046763+-6770.txt,Letter
Email/2078336709.txt,Email
Scientific/40024983-4986.txt,Scientific
News/91011904a.txt,News
Memo/2054608832_2054608833.txt,Memo
Advertisement/502612183+-2183.txt,Advertisement
Letter/506881197_506881198.txt,Letter
Resume/50591446-1447.txt,Resume
Advertisement/2501053670.txt,Advertisement
Memo/tob03508.13.txt,Memo
Email/2085177226a.txt,Email
Email/2081629036b.txt,Email
Email/2078711737a.txt,Email
Report/10423065_10423068.txt,Report
Resume/50570560-0563.txt,Resume
Memo/2012581990.txt,Memo
Note/2028826508.txt,Note
Email/2076807350.txt,Email
Letter/10005191.txt,Letter
Memo/88063780.txt,Memo
Letter/518617506+-7506.txt,Letter
Letter/11246589.txt,Letter
Email/528483841+-3842.txt,Email
Scientific/1000827761.txt,Scientific
Email/2085136611b.txt,Email
Form/2060548029.txt,Form
News/1005037224-a.txt,News
News/2073582086.txt,News
Letter/501343042_501343047.txt,Letter
Note/87927212.txt,Note
Email/2080109802c.txt,Email
Advertisement/502217247+-7247.txt,Advertisement
Memo/2504048594_2504048611.txt,Memo
News/2074121288.txt,News
Email/2082400874.txt,Email
Email/2067665158.txt,Email
Form/2064962489.txt,Form
Scientific/10234326_10234328.txt,Scientific
Letter/500908611_500908612.txt,Letter
Memo/2042374171_2042374174.txt,Memo
Memo/0000474595.txt,Memo
Form/2030865618.txt,Form
Email/2078706985.txt,Email
Letter/506453583+-3584.txt,Letter
Report/501115325+-5327.txt,Report
Memo/2022210456_2022210457.txt,Memo
Email/2085041601b.txt,Email
Report/506888300_506888301.txt,Report
Letter/653346.txt,Letter
Form/2084116356.txt,Form
Scientific/10406749_10406751.txt,Scientific
Report/tob09000.76.txt,Report
Memo/98201361_1362.txt,Memo
Letter/518768911+-8911.txt,Letter
Memo/1001858525_1001858526.txt,Memo
Note/2020102257.txt,Note
Report/tob15907.46.txt,Report
Letter/10375498.txt,Letter
Advertisement/509137948+-7949.txt,Advertisement
Scientific/87638550_87638558.txt,Scientific
Scientific/PUBLICATIONS040939-0.txt,Scientific
Email/2078633079.txt,Email
Note/2085052974.txt,Note
Letter/40015160-5160.txt,Letter
Report/tim00404.83_tim00404.84.txt,Report
Note/2021387400_7401.txt,Note
Memo/01247680.txt,Memo
Letter/504034961_504034962.txt,Letter
Email/2078379610a.txt,Email
Report/50118021-8021.txt,Report
Letter/521435346+-5346.txt,Letter
Note/2028589254.txt,Note
Letter/508131603_508131608.txt,Letter
Advertisement/2061003642.txt,Advertisement
Report/509823077.txt,Report
Email/2078758393a.txt,Email
Letter/713402.txt,Letter
Letter/50177282-7282.txt,Letter
Letter/505449159_505449162.txt,Letter
Letter/501476059.txt,Letter
Email/2070091787d.txt,Email
Letter/titx0100.29.txt,Letter
Note/10093110.txt,Note
Email/2084391010a.txt,Email
Advertisement/2064932937.txt,Advertisement
Resume/50529207-9208.txt,Resume
Advertisement/82262347_2348.txt,Advertisement
News/2046562645.txt,News
Scientific/88221449_1451.txt,Scientific
Memo/2062304594.txt,Memo
Memo/92757436.txt,Memo
Email/2085790906b.txt,Email
Form/00834658_00834672.txt,Form
Letter/506079937.txt,Letter
Memo/2046538342.txt,Memo
Memo/2023408782_2023408790.txt,Memo
Note/12882100.txt,Note
Form/2505233645_3646.txt,Form
Memo/2048153405_2048153423.txt,Memo
Scientific/50492374-2377.txt,Scientific
Form/2505106228.txt,Form
